Country,Economy Code,ISO Code,Region,Income Group,Year,WBL INDEX,MOBILITY,Can a woman choose where to live in the same way as a man?,Can a woman travel outside her home in the same way as a man?,Can a woman apply for a passport in the same way as a man?,Can a woman travel outside the country in the same way as a man?,WORKPLACE,Can a woman get a job in the same way as a man?,Does the law prohibit discrimination in employment based on gender?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,PAY,Does the law mandate equal remuneration for work of equal value?,Can a woman work at night in the same way as a man?,Can a woman work in a job deemed dangerous in the same way as a man?,Can a woman work in an industrial job in the same way as a man?,MARRIAGE,Is the law free of legal provisions that require a married woman to obey her husband?,Can a woman be head of household in the same way as a man?,Is there legislation specifically addressing domestic violence?,Can a woman obtain a judgment of divorce in the same way as a man?,Does a woman have the same rights to remarry as a man?,PARENTHOOD,Is paid leave of at least 14 weeks available to mothers?,Length of paid maternity leave,Does the government administer 100% of maternity leave benefits?,Is there paid leave available to fathers?,Length of paid paternity leave,Is there paid parental leave?,Shared days,Days for the mother,Days for the father,Is dismissal of pregnant workers prohibited?,ENTREPRENEURSHIP,Does the law prohibit discrimination in access to credit based on gender?,Can a woman sign a contract in the same way as a man?,Can a woman register a business in the same way as a man?,Can a woman open a bank account in the same way as a man?,ASSETS,Do men and women have equal ownership rights to immovable property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do male and female surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,PENSION,Is the age at which men and women can retire with full pension benefits the same?,Is the age at which men and women can retire with partial pension benefits the same?,Is the mandatory retirement age for men and women the same?,Are periods of absence due to childcare accounted for in pension benefits?,Total(thousands),Overnight(thousands),OneDay(thousands),Cruise(thousands),Expenditures(USMillion)
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1996,61.3,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,117,NA,NA,NA,..
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1997,61.3,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,313,NA,NA,NA,75
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1998,61.3,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,317,NA,NA,NA,229
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1999,61.3,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,384,NA,NA,NA,131
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2000,61.3,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,387,NA,NA,NA,107
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2001,61.3,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,302,NA,NA,NA,136
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2002,61.3,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,298,NA,NA,NA,144
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2003,61.3,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,313,NA,NA,NA,172
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2004,61.3,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,368,NA,NA,NA,209
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2005,64.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,560,NA,NA,NA,287
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2006,64.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,983,NA,NA,NA,361
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2007,76.3,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,1052,NA,NA,NA,440
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2008,76.3,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,1290,NA,NA,NA,505
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2009,76.3,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,1500,NA,NA,NA,537
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2010,76.3,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,2032,1067,965,NA,737
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2011,79.4,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,2712,1833,879,NA,"1,069"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2012,79.4,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,4106,2460,1646,NA,"1,565"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2013,79.4,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,4954,2884,2070,NA,"1,916"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2014,79.4,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,5004,2939,2065,NA,"1,972"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2015,79.4,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,183,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,5256,3012,2244,NA,"2,049"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2016,79.4,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,183,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,5393,3297,2096,NA,"2,315"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2017,79.4,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,183,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,6483,4069,2414,NA,"2,971"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2018,79.4,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,183,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,7203,4757,2446,NA,"3,518"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2019,79.4,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,183,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,7726,5080,2645,NA,"3,551"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2020,85.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,183,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,1513,1087,426,NA,586
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2021,85.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,183,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,1721,1577,144,NA,"1,351"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2022,88.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,126,Yes,No,0,Yes,57,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,NA,NA,NA,NA,NA
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2023,88.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,126,Yes,No,0,Yes,57,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,NA,NA,NA,NA,NA
Germany,DEU,DEU,High income: OECD,High income,1995,71.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,60,Yes,Yes,No,Yes,No,60,Yes,98,No,No,0,Yes,660,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,14847,NA,NA,"24,053"
Germany,DEU,DEU,High income: OECD,High income,1996,74.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,60,Yes,Yes,No,Yes,No,60,Yes,98,No,No,0,Yes,660,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,15205,NA,NA,"23,982"
Germany,DEU,DEU,High income: OECD,High income,1997,74.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,60,Yes,Yes,No,Yes,No,60,Yes,98,No,No,0,Yes,660,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,15837,NA,NA,"24,500"
Germany,DEU,DEU,High income: OECD,High income,1998,74.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,60,Yes,Yes,No,Yes,No,60,Yes,98,No,No,0,Yes,660,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,16511,NA,NA,"25,806"
Germany,DEU,DEU,High income: OECD,High income,1999,76.9,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,98,No,No,0,Yes,660,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,17116,NA,NA,"25,327"
Germany,DEU,DEU,High income: OECD,High income,2000,76.9,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,98,No,No,0,Yes,660,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,18983,NA,NA,"24,943"
Germany,DEU,DEU,High income: OECD,High income,2001,76.9,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,98,No,No,0,Yes,660,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,17861,NA,NA,"24,182"
Germany,DEU,DEU,High income: OECD,High income,2002,76.9,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,98,No,No,0,Yes,660,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,17969,NA,NA,"26,717"
Germany,DEU,DEU,High income: OECD,High income,2003,79.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,98,No,No,0,Yes,660,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,18399,NA,NA,"30,129"
Germany,DEU,DEU,High income: OECD,High income,2004,79.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,98,No,No,0,Yes,660,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,20137,NA,NA,"36,417"
Germany,DEU,DEU,High income: OECD,High income,2005,79.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,98,No,No,0,Yes,660,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,21500,NA,NA,"40,518"
Germany,DEU,DEU,High income: OECD,High income,2006,79.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,98,No,No,0,Yes,660,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,23569,NA,NA,"45,560"
Germany,DEU,DEU,High income: OECD,High income,2007,81.9,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,98,Yes,No,0,Yes,660,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,24421,NA,NA,"49,320"
Germany,DEU,DEU,High income: OECD,High income,2008,93.8,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,98,Yes,Yes,0,Yes,300,60,60,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,24884,NA,NA,"53,402"
Germany,DEU,DEU,High income: OECD,High income,2009,93.8,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,98,Yes,Yes,0,Yes,300,60,60,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,24220,NA,NA,"47,499"
Germany,DEU,DEU,High income: OECD,High income,2010,96.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,98,Yes,Yes,0,Yes,300,60,60,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,26875,NA,NA,"49,116"
Germany,DEU,DEU,High income: OECD,High income,2011,96.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,98,Yes,Yes,0,Yes,300,60,60,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,28374,NA,NA,"53,465"
Germany,DEU,DEU,High income: OECD,High income,2012,96.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,98,Yes,Yes,0,Yes,300,60,60,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,30411,NA,NA,"51,626"
Germany,DEU,DEU,High income: OECD,High income,2013,96.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,98,Yes,Yes,0,Yes,300,60,60,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,31545,NA,NA,"55,486"
Germany,DEU,DEU,High income: OECD,High income,2014,96.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,98,Yes,Yes,0,Yes,300,60,60,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,32999,NA,NA,"58,721"
Germany,DEU,DEU,High income: OECD,High income,2015,96.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,98,Yes,Yes,0,Yes,300,60,60,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,34970,NA,NA,"50,669"
Germany,DEU,DEU,High income: OECD,High income,2016,96.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,98,Yes,Yes,0,Yes,300,60,60,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,35555,NA,NA,"52,234"
Germany,DEU,DEU,High income: OECD,High income,2017,96.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,98,Yes,Yes,0,Yes,300,60,60,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,37452,NA,NA,"40,011"
Germany,DEU,DEU,High income: OECD,High income,2018,96.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,98,Yes,Yes,0,Yes,300,60,60,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,38881,NA,NA,"42,895"
Germany,DEU,DEU,High income: OECD,High income,2019,100,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,98,Yes,Yes,0,Yes,300,60,60,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,39563,NA,NA,"41,779"
Germany,DEU,DEU,High income: OECD,High income,2020,100,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,98,Yes,Yes,0,Yes,300,60,60,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,12449,NA,NA,"22,068"
Germany,DEU,DEU,High income: OECD,High income,2021,100,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,98,Yes,Yes,0,Yes,300,60,60,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,11688,NA,NA,"22,113"
Germany,DEU,DEU,High income: OECD,High income,2022,100,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,98,Yes,Yes,0,Yes,300,60,60,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA
Germany,DEU,DEU,High income: OECD,High income,2023,100,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,98,Yes,Yes,0,Yes,300,60,60,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA
Ghana,GHA,GHA,Sub-Saharan Africa,Lower middle income,1995,57.5,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,NA,286,NA,NA,30
Ghana,GHA,GHA,Sub-Saharan Africa,Lower middle income,1996,57.5,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,NA,305,NA,NA,32
Ghana,GHA,GHA,Sub-Saharan Africa,Lower middle income,1997,57.5,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,NA,325,NA,NA,35
Ghana,GHA,GHA,Sub-Saharan Africa,Lower middle income,1998,57.5,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,NA,348,NA,NA,304
Ghana,GHA,GHA,Sub-Saharan Africa,Lower middle income,1999,57.5,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,NA,373,NA,NA,325
Ghana,GHA,GHA,Sub-Saharan Africa,Lower middle income,2000,57.5,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,NA,399,NA,NA,357
Ghana,GHA,GHA,Sub-Saharan Africa,Lower middle income,2001,57.5,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,NA,439,NA,NA,374
Ghana,GHA,GHA,Sub-Saharan Africa,Lower middle income,2002,57.5,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,NA,483,NA,NA,383
